,players,teams,age,player_height,player_weight,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct
1280,Darnell Jackson,SAC,25.0,205.74,114.758776,59.0,3.2,1.6,0.2,-5.8,0.10300000000000001,0.106,0.175,0.521,0.048
1281,Darrell Armstrong,DAL,37.5,185.42,81.64656,64.0,3.05,1.5,2.05,-0.2500000000000001,0.038000000000000006,0.10650000000000001,0.15999999999999998,0.437,0.2555
1282,Darrell Armstrong,IND,39.0,185.42,81.64656,81.0,5.6,1.7,2.4,-2.1,0.032,0.09699999999999999,0.174,0.547,0.25
1283,Darrell Armstrong,NJN,40.0,185.42,81.64656,50.0,2.5,1.3,1.5,-7.2,0.037000000000000005,0.106,0.142,0.499,0.225
1284,Darrell Armstrong,NOH,36.0,185.42,81.64656,79.0,10.6,2.9,3.9,1.6,0.031,0.086,0.191,0.525,0.244
1285,Darrell Armstrong,ORL,32.0,185.42000000000002,81.64656000000001,69.42857142857143,11.842857142857143,3.342857142857143,5.242857142857142,1.5142857142857142,0.03985714285714286,0.09042857142857143,0.20542857142857143,0.5384285714285715,0.3044285714285714
1286,Darrell Arthur,DEN,28.0,205.74,106.59412,51.2,5.84,2.7399999999999998,0.96,-1.98,0.046200000000000005,0.1332,0.18460000000000001,0.5162000000000001,0.096
1287,Darrell Arthur,MEM,22.75,205.74,105.46013999999998,61.75,6.324999999999999,3.8000000000000003,0.6,-5.625,0.08449999999999999,0.17149999999999999,0.18824999999999997,0.47900000000000004,0.05425
1288,Darren Collison,DAL,25.0,182.88,79.3786,81.0,12.0,2.7,5.1,-2.0,0.015,0.086,0.19399999999999998,0.575,0.264
1289,Darren Collison,IND,27.0,184.15,77.11064,71.0,11.8,2.9,5.3,1.25,0.018250000000000002,0.08425,0.18350000000000002,0.5609999999999999,0.2695
1290,Darren Collison,LAC,26.0,182.88,79.3786,80.0,11.4,2.4,3.7,5.7,0.026000000000000002,0.073,0.198,0.575,0.225
1291,Darren Collison,NOH,22.0,182.88,72.57472,76.0,12.4,2.5,5.7,-4.4,0.023,0.086,0.23,0.546,0.32299999999999995
1292,Darren Collison,SAC,28.0,182.88,79.3786,62.333333333333336,14.433333333333332,2.566666666666667,4.833333333333333,-1.8,0.013999999999999999,0.07666666666666667,0.20099999999999998,0.5786666666666666,0.24166666666666667
1293,Darrick Martin,DAL,31.0,180.34,77.11064,3.0,0.3,0.3,1.0,-54.6,0.0,0.055999999999999994,0.235,0.046,0.25
1294,Darrick Martin,LAC,28.75,180.34,77.11064,53.0,8.25,1.4000000000000001,3.625,-4.65,0.0125,0.05825,0.1885,0.47875,0.2535
1295,Darrick Martin,MIN,33.0,180.34,77.11064,16.0,3.4,0.4,1.4,5.2,0.013000000000000001,0.032,0.205,0.38799999999999996,0.258
1296,Darrick Martin,SAC,29.5,180.34,77.11064,51.0,4.5,0.55,1.1,1.85,0.0105,0.059,0.2455,0.5315,0.1885
1297,Darrick Martin,TOR,36.0,180.34,77.11064,29.333333333333332,2.4,0.43333333333333335,1.3333333333333333,5.933333333333334,0.013333333333333334,0.052,0.18366666666666667,0.4083333333333334,0.268
1298,Darrin Hancock,ATL,25.0,200.66,92.98635999999999,24.0,1.8,0.8,0.5,-2.6,0.03,0.11800000000000001,0.159,0.51,0.136
1299,Darrun Hilliard,DET,23.5,198.12,92.98635999999999,38.5,3.65,1.0,0.75,-0.1,0.009999999999999998,0.10350000000000001,0.197,0.485,0.125
1300,Darrun Hilliard,SAS,25.0,198.12,99.79024,14.0,1.1,0.5,0.8,5.6,0.0,0.08,0.11900000000000001,0.36200000000000004,0.147
1301,Darryl Watkins,NOH,27.0,210.82,117.02673600000001,5.0,4.6,5.4,0.6,-13.4,0.098,0.226,0.151,0.525,0.065
1302,Darryl Watkins,SAC,23.0,210.82,117.02673600000001,9.0,1.3,1.3,0.0,-13.0,0.08199999999999999,0.13,0.151,0.349,0.0
1303,Darvin Ham,ATL,29.0,200.66,104.32616,75.0,2.4,2.0,0.5,-0.8,0.092,0.09699999999999999,0.129,0.46399999999999997,0.069
1304,Darvin Ham,DET,30.5,200.66,108.86208,50.5,1.4,1.2,0.2,-3.95,0.10450000000000001,0.095,0.11349999999999999,0.4925,0.0485
1305,Darvin Ham,IND,23.0,200.66,99.79024,36.0,2.3,1.6,0.4,-2.0,0.109,0.09699999999999999,0.14,0.536,0.07200000000000001
1306,Darvin Ham,MIL,27.0,200.66,104.32616,44.666666666666664,4.3999999999999995,4.000000000000001,1.0333333333333334,2.1666666666666665,0.10966666666666668,0.121,0.11833333333333333,0.551,0.07933333333333334
1307,Darvin Ham,WAS,24.0,200.66,104.32616,71.0,2.0,1.8,0.2,7.1,0.133,0.10099999999999999,0.12300000000000001,0.531,0.039
1308,Daryl Macon,DAL,23.0,190.5,83.91452,8.0,3.6,1.5,0.9,-2.1,0.019,0.099,0.16699999999999998,0.48200000000000004,0.12300000000000001
1309,Daryl Macon,MIA,24.0,187.96,83.91452,4.0,0.8,0.0,0.3,7.6,0.0,0.0,0.16699999999999998,0.5,0.14300000000000002
1310,David Andersen,HOU,30.0,210.82,111.13004,63.0,5.8,3.3,0.7,1.8,0.066,0.2,0.20199999999999999,0.49700000000000005,0.084
1311,David Andersen,NOH,31.0,210.82,112.037224,40.0,3.4,2.1,0.3,-0.4,0.069,0.213,0.187,0.513,0.054000000000000006
1312,David Benoit,ORL,30.0,203.2,99.79024,77.0,5.5,2.6,0.3,-0.6,0.055999999999999994,0.153,0.191,0.47700000000000004,0.037000000000000005
1313,David Benoit,UTA,33.0,203.2,99.79024,49.0,3.6,1.7,0.4,-2.0,0.059000000000000004,0.172,0.201,0.542,0.087
1314,David Harrison,IND,23.5,213.36,127.00576000000001,47.25,4.75,2.7,0.275,-3.4499999999999997,0.076,0.16125,0.191,0.543,0.03775
1315,David Lee,DAL,33.0,205.74,111.13004,55.0,7.8,5.5,1.5,-3.0,0.122,0.247,0.215,0.568,0.162
1316,David Lee,GSW,30.0,205.74,109.31567199999999,65.4,16.240000000000002,9.02,2.6599999999999997,2.0799999999999996,0.09140000000000001,0.21939999999999998,0.22820000000000001,0.5531999999999999,0.1338
1317,David Lee,NYK,25.0,205.74,111.40219520000001,73.6,12.559999999999999,9.440000000000001,1.8599999999999999,-3.1599999999999997,0.10939999999999998,0.2536,0.17300000000000001,0.6082,0.0988
1318,David Lee,SAS,34.0,205.74,111.13004,79.0,7.3,5.6,1.6,11.0,0.11800000000000001,0.21100000000000002,0.166,0.613,0.126
1319,David Noel,MIL,23.0,198.12,104.32616,68.0,2.7,1.8,1.0,-8.2,0.059000000000000004,0.12300000000000001,0.136,0.47,0.122
1320,David Nwaba,BKN,27.0,195.58,99.336648,20.0,5.2,2.3,0.4,7.2,0.027000000000000003,0.109,0.139,0.627,0.046
1321,David Nwaba,CHI,25.0,193.04,94.800728,70.0,7.9,4.7,1.5,-5.8,0.05,0.142,0.153,0.542,0.094
1322,David Nwaba,CLE,26.0,193.04,99.336648,51.0,6.5,3.2,1.1,-3.8,0.039,0.128,0.141,0.5579999999999999,0.077
1323,David Nwaba,LAL,24.0,193.04,94.800728,20.0,6.0,3.2,0.7,2.2,0.049,0.131,0.12,0.611,0.048
1324,David Robinson,SAS,34.0,215.90000000000003,112.42601714285716,61.42857142857143,15.428571428571429,9.071428571428573,1.6571428571428568,10.185714285714285,0.11514285714285713,0.22999999999999998,0.24542857142857147,0.5605714285714286,0.10042857142857142
1325,David Stockton,SAC,24.0,180.34,74.84268,3.0,2.7,0.7,3.0,32.7,0.0,0.053,0.161,0.46299999999999997,0.33299999999999996
1326,David Stockton,UTA,27.0,180.34,74.84268,3.0,3.3,0.0,0.0,-46.3,0.0,0.0,0.25,1.05,0.0
1327,David Vanterpool,WAS,28.0,195.58,90.7184,22.0,5.5,1.7,3.0,-1.3,0.043,0.064,0.18100000000000002,0.462,0.254
1328,David Vaughn,NJN,25.5,205.74,108.86208,25.0,3.75,3.5999999999999996,0.3,-4.050000000000001,0.133,0.20550000000000002,0.179,0.5395,0.042
1329,David Vaughn,ORL,24.0,205.74,108.86208,35.0,2.3,2.7,0.2,-7.5,0.128,0.21600000000000003,0.172,0.475,0.045
1330,David Wear,SAC,24.0,208.28,104.32616,2.0,0.0,1.0,0.5,-67.3,0.2,0.0,0.091,0.0,0.14300000000000002
1331,David Wesley,BOS,26.0,185.42,89.811216,74.0,16.8,3.6,7.3,-7.4,0.024,0.084,0.18899999999999997,0.563,0.28600000000000003
1332,David Wesley,CHH,29.0,185.42,92.532768,72.4,14.420000000000002,2.6599999999999997,5.279999999999999,1.58,0.019000000000000003,0.06620000000000001,0.2068,0.52,0.2552
1333,David Wesley,CLE,36.0,185.42,92.079176,35.0,2.1,1.0,1.1,0.8,0.011000000000000001,0.10099999999999999,0.139,0.418,0.172
1334,David Wesley,HOU,34.5,185.42,92.079176,75.5,10.9,2.7,3.0999999999999996,-1.25,0.014,0.078,0.16199999999999998,0.5295000000000001,0.153
1335,David Wesley,NOH,32.5,185.42,92.079176,67.0,15.35,2.3,3.15,0.5,0.0155,0.061,0.2175,0.508,0.159
1336,David West,GSW,36.5,205.74,113.398,70.5,5.699999999999999,3.15,2.05,5.5,0.07050000000000001,0.1775,0.2085,0.5855,0.24
1337,David West,IND,32.5,205.74,112.26402000000002,71.25,13.900000000000002,6.9750000000000005,2.8,5.6000000000000005,0.065,0.18524999999999997,0.22099999999999997,0.52925,0.15925
1338,David West,NOH,26.833333333333332,205.3166666666667,107.80369866666666,67.33333333333333,14.916666666666666,6.833333333333333,1.9166666666666667,-2.4166666666666665,0.082,0.20199999999999999,0.22866666666666666,0.5318333333333333,0.1125
1339,David West,NOK,25.5,205.74,108.86208,63.0,17.700000000000003,7.8,1.7000000000000002,-2.4499999999999997,0.0765,0.1875,0.23199999999999998,0.5429999999999999,0.08650000000000001
1340,David West,SAS,35.0,205.74,113.398,78.0,7.1,4.0,1.8,11.8,0.061,0.187,0.179,0.573,0.15
1341,David Wingate,NYK,35.5,195.58,84.368112,13.5,0.5,0.35,0.35,-7.3,0.035500000000000004,0.051500000000000004,0.1275,0.27449999999999997,0.137
1342,David Wingate,SEA,34.666666666666664,195.58,84.21691466666665,41.333333333333336,4.066666666666666,0.8333333333333334,1.2666666666666666,24.23333333333333,0.02366666666666667,0.062,0.14333333333333334,0.6676666666666667,0.17866666666666667
1343,David Wood,MIL,32.0,205.74,104.32616,46.0,1.2,0.6,0.3,3.9,0.026000000000000002,0.128,0.1,0.621,0.085
1344,Davis Bertans,SAS,25.0,208.28,97.52227999999998,73.33333333333333,6.133333333333333,2.3333333333333335,1.0,5.8,0.021,0.122,0.15266666666666667,0.6096666666666667,0.08833333333333333
1345,Davis Bertans,WAS,27.0,208.28,102.0582,52.0,15.3,4.6,1.7,0.0,0.022000000000000002,0.131,0.182,0.625,0.08
1346,Davon Reed,IND,24.0,195.58,94.34713599999999,10.0,1.2,0.6,0.3,18.7,0.033,0.073,0.10400000000000001,0.5,0.068
1347,Davon Reed,PHX,23.0,198.12,95.25431999999999,21.0,3.0,1.9,0.6,-14.2,0.006999999999999999,0.149,0.158,0.38799999999999996,0.087
1348,De'Aaron Fox,SAC,21.0,190.5,80.89057333333334,66.0,16.400000000000002,3.533333333333333,6.166666666666667,-3.7999999999999994,0.017,0.09599999999999999,0.25066666666666665,0.525,0.2993333333333334
1349,De'Andre Hunter,ATL,22.0,200.66,102.0582,61.0,12.3,4.4,1.8,-5.7,0.02,0.113,0.174,0.516,0.079
1350,De'Anthony Melton,MEM,21.0,187.96,90.7184,51.0,8.1,3.6,3.0,6.4,0.034,0.138,0.19,0.53,0.198
1351,De'Anthony Melton,PHX,21.0,193.04,90.7184,50.0,5.0,2.7,3.2,-7.9,0.025,0.114,0.147,0.466,0.214
1352,DeAndre Jordan,BKN,31.0,210.82,120.20188,54.0,8.3,9.9,1.9,-2.3,0.10400000000000001,0.29,0.136,0.684,0.132
1353,DeAndre Jordan,LAC,24.5,210.82,118.841104,75.0,9.17,10.360000000000001,0.7100000000000001,2.2,0.12950000000000003,0.27769999999999995,0.14,0.6253,0.0364
1354,DeAndre Jordan,NYK,30.0,210.82,120.20188,69.0,11.0,13.1,2.3,-5.1,0.105,0.315,0.14800000000000002,0.674,0.11900000000000001
1355,DeAndre Liggins,DAL,29.0,198.12,94.800728,62.0,2.5,1.7,0.9,2.8,0.028999999999999998,0.124,0.11599999999999999,0.47600000000000003,0.09699999999999999
1356,DeAndre Liggins,MIA,26.0,198.12,94.800728,1.0,2.0,1.0,0.0,33.3,0.5,0.0,0.2,1.0,0.0
1357,DeAndre Liggins,NOP,30.0,198.12,94.800728,58.0,1.7,1.3,0.8,-13.2,0.01,0.1,0.079,0.467,0.091
1358,DeAndre Liggins,OKC,25.0,198.12,94.800728,39.0,1.5,1.4,0.4,-2.9,0.05,0.155,0.109,0.528,0.077
1359,DeAndre Liggins,ORL,24.0,198.12,94.800728,17.0,1.9,0.9,0.3,-27.1,0.057999999999999996,0.10300000000000001,0.182,0.495,0.091
1360,DeAndre' Bembry,ATL,23.5,197.485,95.25431999999999,47.25,5.525,3.075,1.75,-6.925000000000001,0.029750000000000002,0.13775,0.1585,0.49150000000000005,0.14225000000000002
1361,DeJuan Blair,DAL,25.0,200.66,122.46983999999999,78.0,6.4,4.7,0.9,1.3,0.127,0.22,0.192,0.557,0.08800000000000001
1362,DeJuan Blair,SAS,22.5,200.66,121.90284999999999,72.0,7.75,5.675,0.925,2.4499999999999997,0.13075,0.216,0.20074999999999998,0.5449999999999999,0.078
1363,DeJuan Blair,WAS,26.5,200.66,122.46983999999999,29.0,2.0,1.95,0.25,-11.9,0.1035,0.22200000000000003,0.177,0.4415,0.053
1364,DeJuan Wheat,MIN,24.0,182.88,74.84268,34.0,1.7,0.3,0.7,-1.6,0.021,0.057,0.182,0.504,0.26899999999999996
1365,DeJuan Wheat,VAN,25.0,182.88,74.84268,46.0,4.5,1.0,2.2,-9.9,0.021,0.073,0.20600000000000002,0.479,0.32899999999999996
1366,DeMar DeRozan,SAS,29.5,199.39,99.79024,68.0,21.75,5.8,5.85,-1.4,0.019000000000000003,0.1445,0.271,0.571,0.26849999999999996
1367,DeMar DeRozan,TOR,24.0,200.66000000000003,99.18545066666667,75.0,19.68888888888889,4.044444444444444,3.0666666666666664,0.28888888888888903,0.026555555555555554,0.11033333333333334,0.2667777777777778,0.5343333333333332,0.1531111111111111
1368,DeMarco Johnson,NYK,24.0,205.74,111.13004,5.0,1.2,1.4,0.0,-0.3,0.09699999999999999,0.105,0.154,0.33299999999999996,0.0
1369,DeMarcus Cousins,GSW,28.0,210.82,122.46983999999999,30.0,16.3,8.2,3.6,4.5,0.059000000000000004,0.23199999999999998,0.281,0.562,0.20600000000000002
1370,DeMarcus Cousins,NOP,26.5,210.82,122.46983999999999,60.0,26.1,11.95,5.0,-0.15000000000000013,0.0685,0.2985,0.34099999999999997,0.5725,0.2515
1371,DeMarcus Cousins,SAC,22.5,210.81999999999996,122.46983999999999,69.16666666666667,20.5,10.9,2.766666666666666,-3.616666666666666,0.10866666666666665,0.2776666666666667,0.30983333333333335,0.5241666666666667,0.1565
1372,DeMarcus Nelson,GSW,23.0,193.04,90.7184,13.0,4.1,1.8,1.0,-13.8,0.036000000000000004,0.113,0.17800000000000002,0.44,0.12
1373,DeMarre Carroll,ATL,27.5,203.2,96.16150400000001,71.5,11.85,5.4,1.75,4.55,0.053500000000000006,0.14150000000000001,0.1605,0.589,0.0855
1374,DeMarre Carroll,BKN,31.5,203.2,97.52228000000001,70.0,12.3,5.9,1.65,0.35,0.041,0.158,0.1875,0.548,0.0905
1375,DeMarre Carroll,HOU,28.5,200.66,96.841892,16.0,2.0,1.5,0.6,5.35,0.046,0.1475,0.1325,0.4475,0.10450000000000001
1376,DeMarre Carroll,MEM,23.0,203.2,96.16150400000001,71.0,2.9,2.1,0.5,-1.7,0.08,0.135,0.145,0.426,0.059000000000000004
1377,DeMarre Carroll,TOR,29.5,203.2,96.16150400000001,49.0,9.95,4.25,1.0,3.0,0.040499999999999994,0.13,0.16749999999999998,0.51,0.055999999999999994
1378,DeMarre Carroll,UTA,25.5,203.2,96.16150400000001,45.0,5.25,2.5,0.8500000000000001,2.0,0.0935,0.101,0.161,0.5065,0.0815
1379,DeQuan Jones,ORL,23.0,203.2,100.243832,63.0,3.7,1.7,0.3,-10.8,0.023,0.122,0.15,0.485,0.03
1380,DeSagana Diop,CHA,29.0,213.36000000000004,127.00576000000001,33.4,1.32,2.78,0.5,-7.839999999999999,0.09860000000000001,0.18639999999999998,0.0902,0.3792,0.0698
1381,DeSagana Diop,CLE,21.5,213.36,133.80964,48.25,1.5499999999999998,2.25,0.44999999999999996,-6.4,0.08575,0.162,0.132,0.36050000000000004,0.07500000000000001
1382,DeSagana Diop,DAL,24.5,213.36,127.00576000000001,81.0,2.3,5.0,0.35,7.25,0.127,0.1985,0.07500000000000001,0.5075000000000001,0.026000000000000002
1383,DeSagana Diop,NJN,26.0,213.36,127.00576000000001,79.0,2.9,5.0,0.5,4.2,0.14400000000000002,0.203,0.09699999999999999,0.536,0.047
1384,DeShawn Stevenson,ATL,32.0,195.58,98.88305600000001,56.0,5.1,2.2,0.9,-1.1,0.018000000000000002,0.10300000000000001,0.11800000000000001,0.522,0.063
1385,DeShawn Stevenson,DAL,29.5,195.58,98.88305600000001,68.0,3.7,1.45,1.0,-0.09999999999999987,0.0175,0.093,0.135,0.46499999999999997,0.0955
1386,DeShawn Stevenson,NJN,31.0,195.58,98.88305600000001,51.0,2.9,2.0,0.8,-6.2,0.008,0.111,0.096,0.413,0.068
1387,DeShawn Stevenson,ORL,24.0,195.58,95.25431999999999,72.33333333333333,10.066666666666666,2.8333333333333335,1.7666666666666666,-5.933333333333334,0.035333333333333335,0.08600000000000001,0.19800000000000004,0.47866666666666663,0.10666666666666667
1388,DeShawn Stevenson,UTA,21.0,195.58,95.25431999999999,56.0,3.9,1.3666666666666665,0.9666666666666668,-6.133333333333333,0.038,0.08866666666666667,0.2006666666666667,0.423,0.125
1389,DeShawn Stevenson,WAS,27.0,195.58,98.88305600000001,65.33333333333333,9.666666666666666,2.6333333333333333,2.966666666666667,-3.9333333333333336,0.018333333333333333,0.08633333333333333,0.165,0.4936666666666667,0.15166666666666667
1390,DeVaughn Akoon-Purcell,DEN,26.0,198.12,90.7184,7.0,1.0,0.6,0.9,4.2,0.043,0.15,0.228,0.322,0.375
1391,Dean Garrett,DEN,31.0,210.82,113.398,82.0,7.3,7.9,1.1,-15.4,0.098,0.193,0.126,0.465,0.057999999999999996
1392,Dean Garrett,GSW,35.0,210.82,113.398,34.0,1.1,1.7,0.1,0.0,0.086,0.22399999999999998,0.153,0.32,0.038
1393,Dean Garrett,MIN,32.25,210.82,113.398,60.75,4.5,4.525,0.45,-0.7749999999999998,0.09225000000000001,0.20625,0.11725,0.531,0.04
1394,Dean Oliver,GSW,23.5,180.34,79.3786,17.5,1.8,0.75,1.3,-12.95,0.044000000000000004,0.07600000000000001,0.1845,0.379,0.33399999999999996
1395,Dean Wade,CLE,23.0,205.74,103.418976,12.0,1.7,1.6,0.2,-6.5,0.038,0.213,0.091,0.7440000000000001,0.039
1396,Deandre Ayton,PHX,20.5,213.36,113.398,50.5,17.65,11.15,1.85,-2.9499999999999997,0.11249999999999999,0.2345,0.22349999999999998,0.5895,0.0935
1397,Dedric Willoughby,CHI,26.0,190.5,81.64656,25.0,7.6,2.0,2.6,-6.0,0.024,0.09699999999999999,0.204,0.47200000000000003,0.225
1398,Dee Brown,BOS,28.0,187.96,87.089664,21.0,7.6,2.3,3.2,-7.5,0.015,0.095,0.163,0.455,0.20199999999999999
1399,Dee Brown,ORL,32.5,186.69,82.78054,7.0,3.95,1.4500000000000002,1.0,-7.3500000000000005,0.0,0.11050000000000001,0.158,0.347,0.0975
1400,Dee Brown,PHX,24.0,182.88,83.91452,19.0,2.4,1.5,1.9,-5.9,0.027999999999999997,0.098,0.11800000000000001,0.449,0.185
1401,Dee Brown,TOR,30.0,187.96,86.93846666666666,53.0,9.066666666666665,1.8666666666666665,2.433333333333333,-3.0666666666666664,0.013999999999999999,0.08,0.18566666666666665,0.5273333333333333,0.18333333333333332
1402,Dee Brown,UTA,22.0,182.88,82.10015200000001,49.0,1.9,0.8,1.7,2.1,0.021,0.092,0.141,0.41100000000000003,0.26899999999999996
1403,Dejounte Murray,SAS,21.333333333333332,194.73333333333335,78.62261333333333,58.666666666666664,7.366666666666667,4.2,2.766666666666667,0.5999999999999996,0.043000000000000003,0.16633333333333333,0.21533333333333335,0.5083333333333333,0.22466666666666668
1404,Dell Curry,CHH,33.5,195.58,92.98635999999999,60.0,12.100000000000001,2.5,1.5,0.25,0.028,0.0945,0.2335,0.549,0.1155
1405,Dell Curry,MIL,35.0,195.58,92.98635999999999,42.0,10.1,2.0,1.1,2.2,0.026000000000000002,0.08800000000000001,0.222,0.603,0.105
1406,Dell Curry,TOR,37.0,195.58,92.98635999999999,64.66666666666667,6.666666666666667,1.3666666666666665,1.1666666666666667,-1.8666666666666665,0.019333333333333334,0.08900000000000001,0.20733333333333334,0.5223333333333334,0.132
1407,Dell Demps,ORL,27.0,190.5,92.98635999999999,2.0,1.0,0.0,0.0,-53.7,0.0,0.0,0.185,0.258,0.0
1408,Delon Wright,DAL,27.0,195.58,83.91452,62.0,7.3,3.9,3.4,1.7,0.042,0.12300000000000001,0.14300000000000002,0.56,0.21899999999999997
1409,Delon Wright,MEM,27.0,195.58,83.007336,75.0,8.7,3.5,3.3,-0.1,0.037000000000000005,0.113,0.172,0.523,0.217
1410,Delon Wright,TOR,25.0,195.58,86.18248,41.0,5.8,2.033333333333333,2.033333333333333,7.1000000000000005,0.03766666666666667,0.109,0.18733333333333335,0.5496666666666666,0.21066666666666667
1411,Delonte West,BOS,23.25,192.405,81.64656,50.75,8.525,2.575,3.2750000000000004,-3.3499999999999996,0.02425,0.10125,0.1755,0.53925,0.22275
1412,Delonte West,CLE,25.0,190.5,81.64656,61.666666666666664,9.6,3.0666666666666664,3.533333333333333,6.766666666666667,0.021666666666666667,0.10366666666666667,0.17833333333333332,0.527,0.20466666666666666
1413,Delonte West,DAL,28.0,190.5,81.64656,44.0,9.6,2.3,3.2,-0.5,0.013999999999999999,0.092,0.207,0.539,0.22899999999999998
1414,Demetris Nichols,CHI,23.0,203.2,97.975872,14.0,1.1,0.4,0.1,-23.3,0.0,0.11599999999999999,0.275,0.326,0.045
1415,Demetris Nichols,NYK,24.0,203.2,97.975872,4.0,1.8,0.5,0.3,35.6,0.0,0.125,0.3,0.354,0.111
1416,Demetrius Jackson,BOS,22.0,185.42,91.171992,5.0,2.0,0.8,0.6,6.3,0.091,0.11800000000000001,0.172,0.753,0.3
1417,Demetrius Jackson,PHI,23.5,185.42,91.171992,10.5,2.4000000000000004,0.65,0.7,-19.450000000000003,0.0525,0.05499999999999999,0.16899999999999998,0.5399999999999999,0.1865
1418,Deng Adel,CLE,22.0,200.66,90.7184,19.0,1.7,1.0,0.3,-9.5,0.013999999999999999,0.08900000000000001,0.09699999999999999,0.424,0.038
1419,Deng Gai,PHI,24.0,205.74,113.398,2.0,0.0,0.0,0.0,-29.1,0.0,0.0,0.0,0.0,0.0
1420,Dennis Horner,NJN,24.0,205.74,104.32616,8.0,0.6,0.6,0.0,-40.1,0.095,0.2,0.145,0.434,0.0
1421,Dennis Rodman,CHI,36.5,198.12,99.79024,67.5,5.2,15.55,3.0,11.4,0.1775,0.32099999999999995,0.094,0.469,0.11249999999999999
1422,Dennis Rodman,DAL,39.0,200.66,95.25431999999999,12.0,2.8,14.3,1.2,-7.1,0.136,0.35100000000000003,0.064,0.457,0.046
1423,Dennis Rodman,LAL,38.0,200.66,95.25431999999999,23.0,2.1,11.2,1.3,-1.4,0.114,0.348,0.065,0.38799999999999996,0.063
1424,Dennis Schroder,ATL,22.0,185.42,77.2920768,70.4,12.399999999999999,2.42,4.58,-3.4799999999999995,0.018000000000000002,0.09920000000000001,0.26759999999999995,0.5032,0.336
1425,Dennis Schroder,OKC,25.5,185.42,78.017824,70.5,17.2,3.6500000000000004,4.05,4.85,0.0125,0.10149999999999999,0.2495,0.5405,0.2135
1426,Dennis Scott,MIN,30.0,203.2,103.872568,36.0,6.5,1.6,1.1,-0.1,0.013000000000000001,0.084,0.157,0.516,0.091
1427,Dennis Scott,ORL,28.0,203.2,106.59411999999999,66.0,12.5,3.1,2.1,1.9,0.021,0.092,0.188,0.519,0.106
1428,Dennis Scott,PHX,29.0,203.2,103.872568,81.0,11.0,3.0,1.9,-4.7,0.023,0.1,0.19899999999999998,0.502,0.115
1429,Dennis Scott,VAN,31.0,203.2,103.872568,66.0,5.6,1.6,1.0,-6.5,0.015,0.091,0.14,0.515,0.08900000000000001
1430,Dennis Smith Jr.,DAL,20.0,190.5,88.45044,69.0,15.2,3.8,5.2,-7.6,0.023,0.106,0.28,0.473,0.301
1431,Dennis Smith Jr.,NYK,21.5,189.23000000000002,90.7184,43.5,9.55,2.5999999999999996,3.8499999999999996,-11.200000000000001,0.027000000000000003,0.0885,0.23249999999999998,0.4505,0.2875
1432,Denzel Valentine,CHI,24.333333333333332,196.42666666666665,97.67347733333332,56.0,7.266666666666666,3.266666666666666,1.8,-3.9333333333333336,0.017,0.15766666666666668,0.18433333333333332,0.5096666666666667,0.1386666666666667
1433,Deonte Burton,OKC,25.5,194.31,109.99606,33.0,2.7,1.15,0.3,-3.85,0.017,0.107,0.17149999999999999,0.44799999999999995,0.06
1434,DerMarr Johnson,ATL,21.5,205.74,91.171992,75.0,6.75,2.8499999999999996,0.9500000000000001,-4.65,0.041999999999999996,0.11599999999999999,0.178,0.488,0.0775
1435,DerMarr Johnson,DEN,26.0,205.74,93.893544,56.0,5.566666666666666,1.7666666666666666,0.7999999999999999,0.0,0.03,0.10533333333333333,0.18066666666666667,0.5213333333333333,0.08633333333333333
1436,DerMarr Johnson,NYK,24.0,205.74,91.171992,21.0,5.4,1.9,0.5,-6.4,0.021,0.145,0.207,0.511,0.071
1437,DerMarr Johnson,SAS,28.0,205.74,95.25431999999999,5.0,3.4,0.2,0.2,0.7,0.0,0.045,0.275,0.5710000000000001,0.077
1438,Derek Anderson,CHA,32.5,195.58,88.45044,39.0,6.5,2.0999999999999996,2.1500000000000004,-6.3,0.0265,0.1065,0.173,0.5415,0.1945
1439,Derek Anderson,CLE,23.5,195.58,88.45044,52.0,11.25,2.8499999999999996,3.5999999999999996,1.2,0.0325,0.1055,0.2255,0.53,0.262
1440,Derek Anderson,LAC,25.0,195.58,88.45044,64.0,16.9,4.0,3.4,-13.3,0.04,0.098,0.235,0.542,0.179
1441,Derek Anderson,MIA,31.0,195.58,88.45044,43.0,8.1,3.3,2.3,-1.4,0.025,0.13699999999999998,0.18600000000000003,0.496,0.165
1442,Derek Anderson,POR,28.5,195.58,88.45044,61.0,11.875,3.125,3.725,1.5250000000000004,0.024,0.09575,0.195,0.52375,0.19924999999999998
1443,Derek Anderson,SAS,26.0,195.58,88.45044,82.0,15.5,4.4,3.7,12.7,0.031,0.107,0.218,0.542,0.177
1444,Derek Fisher,GSW,30.5,185.42,91.85238,78.0,12.600000000000001,2.75,4.199999999999999,-1.2999999999999998,0.016,0.08399999999999999,0.1975,0.5275000000000001,0.226
1445,Derek Fisher,LAL,28.5,185.42000000000004,92.60836666666665,72.66666666666667,8.174999999999999,2.125,3.0416666666666674,8.15,0.01566666666666667,0.07808333333333334,0.15725,0.5093333333333333,0.17808333333333334
1446,Derek Fisher,OKC,38.0,185.42,95.25431999999999,59.0,5.366666666666666,1.5,1.8333333333333333,7.099999999999999,0.008,0.07833333333333335,0.148,0.49933333333333335,0.13566666666666669
