,players,teams,age,player_height,player_weight,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct
0,A.C. Green,DAL,34.0,205.74,102.0582,71.66666666666667,6.466666666666666,6.866666666666667,0.9333333333333332,-6.933333333333333,0.09566666666666666,0.19400000000000003,0.12833333333333333,0.48666666666666675,0.054
1,A.C. Green,LAL,36.0,205.74,102.0582,82.0,5.0,5.9,1.0,8.1,0.08900000000000001,0.179,0.111,0.48200000000000004,0.057999999999999996
2,A.C. Green,MIA,37.0,205.74,102.0582,82.0,4.5,3.8,0.5,3.3,0.08900000000000001,0.171,0.141,0.49200000000000005,0.05
3,A.J. Bramlett,CLE,23.0,208.28,102.965384,8.0,1.0,2.8,0.0,-32.6,0.158,0.20800000000000002,0.146,0.19,0.0
4,A.J. Guyton,CHI,23.5,185.42,81.64656,39.0,5.7,1.05,1.85,-8.1,0.020000000000000004,0.06,0.195,0.486,0.223
5,A.J. Guyton,GSW,25.0,185.42,81.64656,2.0,0.0,0.0,1.0,-3.9,0.0,0.0,0.282,0.0,0.4
6,AJ Hammons,DAL,24.0,213.36,117.93392,22.0,2.2,1.6,0.2,-0.6,0.049,0.19899999999999998,0.16699999999999998,0.47200000000000003,0.038
7,AJ Price,CLE,28.0,187.96,88.45044,26.0,5.1,1.2,1.8,-12.2,0.019,0.096,0.226,0.451,0.254
8,AJ Price,IND,24.0,187.96,82.70494133333334,50.0,5.8999999999999995,1.4666666666666668,2.033333333333333,1.1666666666666667,0.020333333333333335,0.09500000000000001,0.209,0.47933333333333333,0.2316666666666667
9,AJ Price,MIN,27.0,187.96,88.45044,28.0,1.6,0.4,0.5,-2.4,0.009000000000000001,0.081,0.23,0.469,0.271
10,AJ Price,WAS,26.0,187.96,83.91452,57.0,7.7,2.0,3.6,-2.3,0.017,0.083,0.18100000000000002,0.501,0.273
11,Aaron Brooks,CHI,30.5,182.88,73.028312,75.5,9.35,1.75,2.9000000000000004,1.9000000000000001,0.0195,0.078,0.2415,0.514,0.255
12,Aaron Brooks,DEN,29.0,182.88,73.028312,72.0,9.0,1.9,3.2,-2.5,0.031,0.069,0.205,0.518,0.23800000000000002
13,Aaron Brooks,HOU,25.0,182.88,73.028312,66.5,10.775,1.8,3.05,-1.9249999999999998,0.0205,0.0745,0.2235,0.54,0.22325
14,Aaron Brooks,IND,32.0,182.88,73.028312,65.0,5.0,1.1,1.9,-3.0,0.022000000000000002,0.064,0.191,0.507,0.21600000000000003
15,Aaron Brooks,MIN,33.0,182.88,73.028312,32.0,2.3,0.5,0.6,-17.2,0.036000000000000004,0.057,0.192,0.508,0.161
16,Aaron Brooks,PHX,26.0,182.88,73.028312,59.0,10.7,1.3,3.9,-6.5,0.017,0.053,0.257,0.489,0.289
17,Aaron Gordon,ORL,21.5,205.3166666666667,100.92421999999999,66.16666666666667,12.516666666666667,6.3500000000000005,2.3,-2.0833333333333335,0.057999999999999996,0.17550000000000002,0.19683333333333333,0.528,0.11683333333333334
18,Aaron Gray,CHI,23.5,213.36,122.46983999999999,58.5,3.9,3.3499999999999996,0.75,-3.15,0.131,0.2005,0.1815,0.5185,0.10550000000000001
19,Aaron Gray,NOH,25.5,213.36,122.46983999999999,36.5,3.2,3.75,0.55,0.2500000000000001,0.152,0.2515,0.148,0.5585,0.0765
20,Aaron Gray,SAC,29.0,213.36,122.46983999999999,37.0,1.8,3.0,0.6,-11.7,0.13,0.226,0.125,0.466,0.092
21,Aaron Gray,TOR,27.5,213.36,122.46983999999999,45.5,3.3499999999999996,4.45,0.7,-7.800000000000001,0.11149999999999999,0.25,0.1345,0.535,0.079
22,Aaron Harrison,CHA,21.5,198.12,95.25431999999999,13.0,0.55,0.6499999999999999,0.35,-8.200000000000001,0.0235,0.1665,0.14,0.2365,0.20400000000000001
23,Aaron Harrison,DAL,23.0,198.12,95.25431999999999,9.0,6.7,2.7,1.2,-14.1,0.015,0.091,0.147,0.392,0.07200000000000001
24,Aaron Holiday,IND,22.5,184.14999999999998,83.91452,53.0,7.75,1.7999999999999998,2.5,4.4,0.012,0.083,0.1985,0.521,0.1885
25,Aaron Jackson,HOU,32.0,190.5,83.007336,1.0,8.0,3.0,1.0,-19.8,0.055999999999999994,0.031,0.149,0.405,0.053
26,Aaron McKie,DET,24.0,195.58,94.800728,83.0,5.2,2.7,1.9,5.2,0.031,0.129,0.147,0.524,0.163
27,Aaron McKie,LAL,33.5,195.58,94.800728,12.0,1.35,1.6,1.05,-5.1,0.0195,0.1615,0.07450000000000001,0.4595,0.156
28,Aaron McKie,PHI,28.5,195.57999999999998,94.80072800000002,70.0,7.637500000000001,3.3874999999999993,2.9250000000000003,1.55,0.025625,0.12975,0.153125,0.500875,0.18962500000000002
29,Aaron Miles,GSW,23.0,185.42,86.18248,19.0,0.8,0.7,1.3,-3.9,0.0,0.154,0.113,0.405,0.308
30,Aaron Williams,LAC,35.5,205.74,106.59411999999999,34.0,2.15,2.1,0.25,-9.15,0.075,0.1865,0.1095,0.573,0.041
31,Aaron Williams,NJN,30.5,205.74,107.16111,79.25,7.475,4.875,1.05,-1.5,0.09400000000000001,0.168,0.17475000000000002,0.5385,0.08825000000000001
32,Aaron Williams,NOK,34.0,205.74,106.59411999999999,48.0,4.6,3.8,0.4,-3.2,0.096,0.182,0.138,0.551,0.036000000000000004
33,Aaron Williams,SEA,26.5,205.74,102.0582,52.5,4.3,2.75,0.4,-2.8499999999999996,0.10650000000000001,0.16899999999999998,0.183,0.5425,0.0615
34,Aaron Williams,TOR,33.0,205.74,106.59411999999999,42.0,1.7,1.4,0.2,-21.3,0.062,0.171,0.132,0.518,0.049
35,Aaron Williams,VAN,25.0,205.74,102.0582,33.0,6.2,4.3,0.5,-8.3,0.129,0.163,0.168,0.599,0.051
36,Aaron Williams,WAS,28.0,205.74,102.0582,81.0,7.6,5.0,0.7,2.2,0.122,0.18600000000000003,0.18,0.5720000000000001,0.062
37,Abdel Nader,BOS,24.0,198.12,104.32616,48.0,3.0,1.5,0.5,-10.3,0.024,0.111,0.162,0.439,0.078
38,Abdel Nader,OKC,25.5,196.85000000000002,102.0582,54.0,5.0,1.9,0.5,-6.2,0.018000000000000002,0.11600000000000002,0.15450000000000003,0.55,0.057499999999999996
39,Acie Earl,MIL,27.0,210.82,108.86208,47.0,4.0,2.0,0.4,-6.4,0.079,0.14,0.22399999999999998,0.435,0.077
40,Acie Law,ATL,23.5,190.5,90.03801200000001,55.5,3.55,1.05,1.8,-3.0,0.0145,0.081,0.16399999999999998,0.47250000000000003,0.2375
41,Acie Law,CHI,25.0,190.5,91.625584,26.0,4.3,0.7,1.0,7.0,0.015,0.068,0.22,0.585,0.17
42,Acie Law,GSW,26.0,190.5,91.625584,51.0,4.2,1.2,1.6,-8.2,0.019,0.08199999999999999,0.16,0.502,0.182
43,Adam Harrington,DEN,22.0,195.58,90.7184,19.0,1.6,0.4,0.6,-15.7,0.01,0.08800000000000001,0.16699999999999998,0.387,0.179
44,Adam Keefe,GSW,31.0,205.74,104.32616,67.0,2.5,3.1,0.5,-9.2,0.105,0.175,0.11599999999999999,0.45,0.066
45,Adam Keefe,UTA,28.5,205.74,105.573538,62.0,4.45,3.5999999999999996,0.675,4.324999999999999,0.10725,0.16775,0.137,0.54325,0.07025
46,Adam Mokoka,CHI,21.0,195.58,86.18248,11.0,2.9,0.9,0.4,17.1,0.057,0.028999999999999998,0.11,0.5379999999999999,0.043
47,Adam Morrison,CHA,22.0,203.2,92.98635999999999,78.0,11.8,2.9,2.1,-7.0,0.026000000000000002,0.092,0.22,0.45,0.121
48,Adam Morrison,LAL,24.5,203.2,92.98635999999999,41.5,3.2,1.25,0.7,-8.25,0.038000000000000006,0.1055,0.18,0.43299999999999994,0.11099999999999999
49,Admiral Schofield,WAS,22.0,195.58,109.31567199999999,26.0,3.2,1.3,0.5,-4.6,0.018000000000000002,0.092,0.124,0.514,0.068
50,Adonal Foyle,GSW,27.5,208.28000000000003,118.16071599999998,64.1,4.180000000000001,4.86,0.5,-4.950000000000001,0.10789999999999997,0.1816,0.12600000000000003,0.48640000000000005,0.0434
51,Adonal Foyle,ORL,33.5,208.28,122.46983999999999,46.0,1.7999999999999998,2.55,0.15000000000000002,-1.6500000000000001,0.1225,0.2265,0.1215,0.5435,0.033
52,Adonis Jordan,MIL,28.0,180.34,77.11064,4.0,1.5,0.0,0.8,-36.4,0.0,0.0,0.185,0.521,0.273
53,Adonis Thomas,PHI,21.0,200.66,108.86208,6.0,2.3,0.5,0.5,10.8,0.0,0.091,0.184,0.485,0.115
54,Adreian Payne,MIN,25.0,208.28,108.71088266666668,34.0,4.233333333333333,3.0,0.6333333333333333,-8.966666666666667,0.06366666666666666,0.20200000000000004,0.19333333333333333,0.4566666666666667,0.08300000000000002
55,Adreian Payne,ORL,27.0,208.28,107.501304,5.0,4.2,1.8,0.0,-12.4,0.044000000000000004,0.226,0.155,0.831,0.0
56,Adrian Caldwell,DAL,31.0,203.2,120.20188,1.0,0.0,0.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0
57,Adrian Caldwell,PHI,30.0,203.2,120.20188,45.0,2.2,3.7,0.3,-6.2,0.10800000000000001,0.20800000000000002,0.105,0.44299999999999995,0.03
58,Adrian Griffin,BOS,25.5,195.58,97.52228000000001,58.0,4.4,3.6,1.55,-3.0,0.074,0.179,0.139,0.4675,0.13
59,Adrian Griffin,CHI,31.0,195.58,104.32616,61.5,2.35,2.05,0.9500000000000001,5.5,0.085,0.14800000000000002,0.137,0.45899999999999996,0.14400000000000002
60,Adrian Griffin,DAL,28.666666666666668,195.58,102.0582,61.333333333333336,5.400000000000001,3.966666666666667,1.6333333333333335,7.833333333333333,0.067,0.1406666666666667,0.123,0.5096666666666666,0.10866666666666668
61,Adrian Griffin,HOU,29.0,195.58,104.32616,19.0,0.6,1.0,0.5,-8.4,0.01,0.16699999999999998,0.09300000000000001,0.278,0.132
62,Adrian Griffin,SEA,33.0,195.58,104.32616,35.0,1.9,1.7,0.8,0.4,0.099,0.12,0.146,0.406,0.134
63,Al Harrington,ATL,25.5,205.74,112.26401999999999,71.0,18.05,6.95,3.1500000000000004,-8.4,0.06,0.16599999999999998,0.2495,0.5105,0.15150000000000002
64,Al Harrington,DEN,31.5,205.74,113.398,68.5,12.35,5.3,1.4,4.25,0.051500000000000004,0.1925,0.23299999999999998,0.531,0.0895
65,Al Harrington,GSW,27.5,205.74,112.26401999999999,79.5,15.05,5.9,1.75,1.1,0.057,0.16599999999999998,0.22,0.5435000000000001,0.093
66,Al Harrington,IND,21.5,205.74,112.49081600000001,59.0,9.133333333333333,4.816666666666666,1.1833333333333333,0.2499999999999999,0.08483333333333333,0.15633333333333335,0.21083333333333334,0.4825000000000001,0.08633333333333333
67,Al Harrington,NYK,29.5,205.74,113.398,72.5,18.9,5.9,1.45,-3.3499999999999996,0.042499999999999996,0.166,0.2615,0.5465,0.07800000000000001
68,Al Harrington,ORL,33.0,205.74,111.13004,10.0,5.1,2.7,1.0,-16.0,0.061,0.214,0.249,0.434,0.141
69,Al Harrington,WAS,34.0,205.74,111.13004,34.0,6.6,2.4,0.8,4.1,0.036000000000000004,0.157,0.228,0.506,0.08900000000000001
70,Al Horford,ATL,26.0,208.28,112.13802222222222,64.22222222222223,14.433333333333334,8.7,2.6777777777777776,3.5777777777777775,0.08311111111111111,0.2171111111111111,0.19822222222222222,0.5717777777777777,0.13466666666666666
71,Al Horford,BOS,32.0,208.28,111.13004,69.33333333333333,13.5,6.966666666666666,4.633333333333333,6.133333333333333,0.05266666666666667,0.17400000000000002,0.19000000000000003,0.5776666666666667,0.22233333333333336
72,Al Horford,PHI,33.0,205.74,108.86208,59.0,11.9,6.8,4.0,3.5,0.049,0.168,0.174,0.52,0.183
73,Al Jefferson,BOS,21.0,208.28,118.84110400000002,66.33333333333333,10.200000000000001,6.833333333333333,0.7000000000000001,-3.3333333333333335,0.124,0.23466666666666666,0.22,0.5436666666666667,0.055999999999999994
74,Al Jefferson,CHA,30.0,208.28,131.088088,61.666666666666664,16.8,8.533333333333333,1.7666666666666666,0.4000000000000001,0.06,0.26166666666666666,0.26966666666666667,0.513,0.11533333333333333
75,Al Jefferson,IND,32.5,208.28,129.046924,51.0,7.55,4.1,0.8500000000000001,-3.8,0.0735,0.239,0.239,0.5445,0.10600000000000001
76,Al Jefferson,MIN,24.0,208.28,120.20188,69.33333333333333,20.400000000000002,10.466666666666667,1.5999999999999999,-8.966666666666667,0.10166666666666667,0.248,0.27033333333333337,0.5303333333333334,0.08533333333333333
77,Al Jefferson,UTA,27.0,208.28,129.72731199999998,73.66666666666667,18.53333333333333,9.499999999999998,2.033333333333333,-1.1666666666666667,0.07933333333333334,0.247,0.25433333333333336,0.5233333333333333,0.10733333333333334
78,Al Thornton,GSW,27.0,203.2,106.59411999999999,71.0,7.4,3.0,0.9,-4.8,0.048,0.139,0.182,0.531,0.07200000000000001
79,Al Thornton,LAC,24.5,203.2,99.79024,75.0,14.75,4.85,1.35,-9.899999999999999,0.052000000000000005,0.1275,0.235,0.503,0.07600000000000001
80,Al Thornton,WAS,26.0,203.2,99.79024,75.0,10.7,3.9,1.2,-7.5,0.065,0.105,0.192,0.523,0.07200000000000001
81,Al-Farouq Aminu,DAL,24.0,205.74,97.52228000000001,74.0,5.6,4.6,0.8,5.7,0.091,0.18,0.151,0.504,0.062
82,Al-Farouq Aminu,LAC,20.0,205.74,97.52228000000001,81.0,5.6,3.3,0.7,-7.8,0.06,0.154,0.171,0.499,0.067
83,Al-Farouq Aminu,NOH,21.5,205.74,97.52228000000001,71.0,6.65,6.2,1.2,-0.75,0.079,0.21050000000000002,0.15350000000000003,0.5,0.07500000000000001
84,Al-Farouq Aminu,NOP,23.0,205.74,97.52228000000001,80.0,7.2,6.2,1.4,-3.8,0.071,0.213,0.142,0.516,0.083
85,Al-Farouq Aminu,ORL,29.0,203.2,99.79024,18.0,4.3,4.8,1.2,-5.4,0.053,0.158,0.127,0.395,0.08800000000000001
86,Al-Farouq Aminu,POR,26.5,205.74,99.22325,73.25,9.4,7.15,1.45,4.175,0.04675,0.20475,0.1515,0.53225,0.0705
87,Alan Anderson,BKN,31.5,198.12,99.79024,76.0,7.300000000000001,2.5,1.05,-0.6,0.0235,0.099,0.151,0.544,0.07400000000000001
88,Alan Anderson,CHA,23.5,198.12,99.79024,26.5,5.8,1.9,1.05,-1.7999999999999998,0.048,0.10350000000000001,0.192,0.5289999999999999,0.11850000000000002
89,Alan Anderson,LAC,34.0,198.12,99.79024,30.0,2.9,0.8,0.4,-10.8,0.011000000000000001,0.077,0.142,0.494,0.052000000000000005
90,Alan Anderson,TOR,29.5,198.12,99.79024,41.0,10.149999999999999,2.15,1.55,-2.6,0.023,0.07999999999999999,0.214,0.514,0.1125
91,Alan Anderson,WAS,33.0,198.12,99.79024,13.0,5.0,2.1,1.1,5.4,0.006,0.149,0.157,0.495,0.11199999999999999
92,Alan Henderson,ATL,27.5,205.74,107.444605,50.75,8.924999999999999,5.2,0.675,-6.25,0.1185,0.1585,0.19637499999999997,0.50775,0.05424999999999999
93,Alan Henderson,CLE,33.0,205.74,108.86208,51.0,2.5,2.7,0.2,-3.4,0.128,0.17,0.11800000000000001,0.564,0.032
94,Alan Henderson,DAL,32.0,205.74,108.86208,78.0,3.5,4.5,0.3,-3.5,0.149,0.16899999999999998,0.114,0.539,0.028999999999999998
95,Alan Henderson,PHI,34.0,205.74,108.86208,38.0,3.1,2.8,0.3,-1.3,0.133,0.172,0.109,0.679,0.036000000000000004
96,Alan Williams,BKN,26.0,203.2,120.20188,5.0,3.6,3.8,0.6,27.1,0.114,0.405,0.222,0.61,0.17600000000000002
97,Alan Williams,PHX,24.0,203.19999999999996,118.68990666666667,20.666666666666668,4.766666666666667,4.8,0.8666666666666667,-0.13333333333333333,0.12033333333333333,0.3133333333333333,0.19699999999999998,0.49433333333333335,0.11333333333333334
98,Alando Tucker,MIN,26.0,198.12,92.98635999999999,15.0,3.4,0.7,0.3,-18.9,0.065,0.043,0.243,0.529,0.077
99,Alando Tucker,PHX,24.5,198.12,92.98635999999999,18.0,4.15,1.15,0.2,0.9500000000000001,0.07950000000000002,0.058,0.233,0.47750000000000004,0.032
100,Alec Burks,PHI,28.0,198.12,97.068688,58.0,15.2,4.4,2.9,-8.9,0.024,0.134,0.231,0.5489999999999999,0.179
101,Alec Burks,SAC,27.0,198.12,97.068688,64.0,8.8,3.7,2.0,-11.1,0.021,0.151,0.185,0.523,0.142
102,Alec Burks,UTA,23.0,198.12000000000003,95.12472228571427,52.142857142857146,9.971428571428573,3.057142857142857,1.6714285714285713,-2.3142857142857145,0.032999999999999995,0.132,0.22199999999999998,0.5188571428571429,0.12257142857142857
103,Alec Peters,PHX,23.0,205.74,106.59411999999999,20.0,4.1,1.9,0.6,7.3,0.032,0.12,0.151,0.523,0.073
104,Aleksandar Djordjevic,POR,29.0,187.96,89.811216,8.0,3.1,0.6,0.6,4.8,0.021,0.07,0.179,0.687,0.135
105,Aleksandar Radojevic,TOR,23.0,220.98,111.13004,3.0,2.3,2.7,0.3,-22.1,0.061,0.231,0.228,0.363,0.077
106,Aleksandar Radojevic,UTA,28.0,220.98,113.398,12.0,1.6,2.3,0.5,-11.8,0.086,0.183,0.13699999999999998,0.406,0.07
107,Alen Smailagic,GSW,19.0,208.28,97.52228000000001,14.0,4.2,1.9,0.9,-3.0,0.077,0.11,0.175,0.61,0.133
108,Alex Abrines,OKC,24.0,198.12,87.69445333333333,58.0,5.333333333333333,1.4333333333333333,0.5333333333333333,0.16666666666666674,0.015666666666666666,0.07333333333333335,0.13433333333333333,0.5446666666666667,0.046000000000000006
109,Alex Acker,DET,23.0,195.58,83.91452,5.0,1.8,1.0,0.8,-44.4,0.034,0.138,0.228,0.281,0.19
110,Alex Acker,LAC,26.0,195.58,83.91452,25.0,2.9,1.0,0.5,1.8,0.044000000000000004,0.092,0.203,0.44799999999999995,0.091
111,Alex Caruso,LAL,25.0,195.58,84.368112,39.333333333333336,6.133333333333333,2.1666666666666665,2.3,4.7,0.02466666666666667,0.08433333333333333,0.14933333333333335,0.5436666666666666,0.17266666666666666
112,Alex Garcia,NOH,25.0,190.5,88.45044,8.0,5.5,1.9,2.3,-16.6,0.055999999999999994,0.077,0.19899999999999998,0.409,0.228
113,Alex Garcia,SAS,24.0,190.5,88.45044,2.0,1.5,0.0,0.0,11.9,0.0,0.0,0.282,0.19,0.0
114,Alex Kirk,CLE,23.0,213.36,111.13004,5.0,0.8,0.2,0.2,-61.8,0.091,0.0,0.17,0.41,0.125
115,Alex Len,ATL,26.0,215.9,113.398,77.0,11.1,5.5,1.1,-4.4,0.09,0.159,0.214,0.575,0.086
116,Alex Len,PHX,23.0,215.9,116.119552,67.0,6.76,6.140000000000001,0.72,-6.540000000000001,0.1086,0.22880000000000003,0.1638,0.5316000000000001,0.054000000000000006
117,Alex Len,SAC,26.0,213.36,113.398,48.0,8.2,6.0,1.0,-5.9,0.094,0.195,0.17600000000000002,0.5920000000000001,0.084
118,Alex Poythress,ATL,25.0,205.74,106.59411999999999,21.0,5.1,3.6,0.8,-10.0,0.085,0.151,0.14,0.5710000000000001,0.085
119,Alex Poythress,IND,24.0,205.74,106.59411999999999,25.0,1.0,0.7,0.1,-13.0,0.061,0.102,0.11199999999999999,0.5,0.026000000000000002
120,Alex Poythress,PHI,23.0,200.66,107.95489599999999,6.0,10.7,4.8,0.8,-9.6,0.073,0.13699999999999998,0.166,0.5479999999999999,0.052000000000000005
121,Alex Scales,SAS,27.0,193.04,88.45044,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Alex Stepheson,MEM,28.0,208.28,122.46983999999999,8.0,2.8,3.5,0.3,-3.8,0.20199999999999999,0.122,0.17,0.341,0.053
123,Alexander Johnson,MEM,24.0,205.74,108.86208,59.0,4.4,3.1,0.3,-1.9,0.086,0.21600000000000003,0.161,0.588,0.033
124,Alexander Johnson,MIA,25.0,205.74,104.32616,43.0,4.2,2.2,0.3,-12.3,0.075,0.152,0.18100000000000002,0.5539999999999999,0.045
125,Alexey Shved,MIN,24.5,198.12,83.687724,70.0,6.3,1.7999999999999998,2.4000000000000004,-2.95,0.0285,0.0915,0.20950000000000002,0.46299999999999997,0.20500000000000002
126,Alexey Shved,NYK,26.0,198.12,84.821704,42.0,10.3,2.4,2.5,-8.5,0.031,0.111,0.258,0.541,0.26
127,Alexis Ajinca,CHA,21.5,213.36,99.79024,18.5,2.0,0.85,0.05,7.05,0.0495,0.132,0.2215,0.4545,0.016
128,Alexis Ajinca,NOP,27.5,218.44,112.490816,55.5,5.925,4.65,0.5499999999999999,-3.5,0.107,0.238,0.18925000000000003,0.55675,0.060250000000000005
129,Alexis Ajinca,TOR,23.0,218.44,112.490816,34.0,4.2,2.3,0.3,-1.4,0.061,0.20800000000000002,0.212,0.507,0.049
130,Alfonzo McKinnie,CLE,27.0,200.66,97.52228000000001,38.0,4.4,2.8,0.3,-6.1,0.055,0.136,0.146,0.486,0.032
131,Alfonzo McKinnie,GSW,26.0,203.2,97.52228000000001,72.0,4.7,3.4,0.4,0.9,0.075,0.152,0.131,0.569,0.040999999999999995
132,Alfonzo McKinnie,TOR,25.0,203.2,97.52228000000001,14.0,1.5,0.5,0.1,-12.3,0.022000000000000002,0.098,0.158,0.643,0.027000000000000003
133,Alize Johnson,IND,23.0,203.2,96.16150400000001,13.5,1.15,1.4,0.15000000000000002,1.55,0.085,0.198,0.129,0.4215,0.0315
134,Allan Houston,NYK,30.0,198.12,90.97039555555554,66.88888888888889,17.91111111111111,2.877777777777778,2.4111111111111114,0.6444444444444445,0.013555555555555555,0.08066666666666668,0.24633333333333335,0.5398888888888888,0.12644444444444447
135,Allan Ray,BOS,23.0,187.96,86.18248,47.0,6.2,1.5,0.9,-3.2,0.027999999999999997,0.096,0.20199999999999999,0.512,0.105
136,Allen Crabbe,BKN,26.5,198.12,96.841892,59.0,11.399999999999999,3.8499999999999996,1.35,-0.7999999999999999,0.0125,0.11900000000000001,0.17099999999999999,0.5385,0.0705
137,Allen Crabbe,MIN,27.0,195.58,96.16150400000001,37.0,4.6,2.1,0.9,-15.0,0.013999999999999999,0.098,0.122,0.47,0.073
138,Allen Crabbe,POR,23.5,198.12,95.82131,56.5,6.625,1.9,0.9000000000000001,-0.65,0.011250000000000001,0.09824999999999999,0.14750000000000002,0.5435,0.07625
139,Allen Iverson,DEN,32.5,182.88,78.24462,73.5,26.35,3.0,7.15,3.1999999999999997,0.012,0.065,0.2785,0.5535000000000001,0.2865
140,Allen Iverson,DET,34.0,182.88,81.64656,57.0,17.5,3.0,5.0,-1.6,0.017,0.08,0.261,0.504,0.23800000000000002
141,Allen Iverson,PHI,27.272727272727273,182.88000000000002,74.84267999999999,64.54545454545455,26.79090909090909,3.8818181818181823,5.881818181818181,0.3272727272727271,0.024545454545454547,0.08345454545454543,0.32145454545454544,0.5115454545454545,0.2758181818181818
142,Allonzo Trier,NYK,23.5,194.31,90.7184,44.0,8.7,2.15,1.5499999999999998,-9.15,0.019000000000000003,0.0925,0.20750000000000002,0.592,0.1475
143,Alonzo Gee,CLE,25.5,198.12,100.130434,66.5,7.7,3.6499999999999995,1.2,-8.174999999999999,0.04775,0.12825,0.15825,0.514,0.07925
144,Alonzo Gee,DEN,30.0,198.12,102.0582,13.0,0.8,1.2,0.5,1.4,0.046,0.136,0.10800000000000001,0.306,0.092
145,Alonzo Gee,NOP,29.0,198.12,102.0582,73.0,4.5,3.4,1.0,-4.0,0.039,0.126,0.092,0.5720000000000001,0.063
146,Alonzo Gee,POR,28.0,198.12,102.0582,54.0,4.5,1.7,0.5,-5.6,0.062,0.095,0.168,0.5479999999999999,0.062
147,Alonzo Gee,WAS,23.0,198.12,99.79024,11.0,7.4,3.0,0.6,-1.4,0.08900000000000001,0.129,0.205,0.564,0.071
148,Alonzo Mourning,MIA,32.3,208.28000000000003,118.38751200000002,54.1,14.02,7.529999999999999,0.9,5.35,0.1091,0.20469999999999997,0.2434,0.5728,0.05740000000000001
149,Alonzo Mourning,NJN,34.0,208.28,118.38751200000002,12.0,8.0,2.3,0.7,-5.0,0.045,0.098,0.21,0.5579999999999999,0.073
150,Alton Ford,HOU,23.0,205.74,127.00576000000001,9.0,1.7,1.2,0.3,0.5,0.086,0.25,0.192,0.55,0.158
151,Alton Ford,PHX,21.5,205.74,125.87178,32.0,1.85,1.25,0.1,-12.7,0.0425,0.2,0.179,0.45599999999999996,0.049
152,Alton Lister,BOS,38.0,213.36,111.13004,53.0,1.6,3.2,0.2,-13.3,0.136,0.249,0.1,0.48,0.038
153,Alton Lister,POR,39.0,213.36,111.13004,7.0,0.9,1.6,0.1,-8.6,0.054000000000000006,0.22,0.105,0.375,0.04
154,Alvin Jones,PHI,23.0,210.82,120.20188,23.0,1.1,1.6,0.1,-3.8,0.13,0.235,0.14400000000000002,0.451,0.036000000000000004
155,Alvin Sims,PHX,24.0,193.04,106.59411999999999,4.0,2.8,1.0,1.3,-30.0,0.14300000000000002,0.045,0.272,0.451,0.33299999999999996
156,Alvin Williams,LAC,32.0,195.58,88.45044,2.0,1.0,0.5,1.5,-40.0,0.077,0.0,0.257,0.266,0.429
157,Alvin Williams,TOR,26.625,195.57999999999998,84.48150999999999,57.25,7.612500000000001,2.425,3.35,-5.050000000000001,0.02025,0.11025,0.17350000000000002,0.43712500000000004,0.206625
158,Amal McCaskill,ATL,29.0,210.82,111.13004,11.0,1.0,2.0,0.5,-9.2,0.10400000000000001,0.231,0.135,0.293,0.11900000000000001
159,Amal McCaskill,ORL,23.0,210.82,106.59411999999999,17.0,1.6,1.3,0.4,-15.7,0.038,0.2,0.20600000000000002,0.376,0.146
160,Amal McCaskill,PHI,30.0,210.82,106.59411999999999,59.0,1.9,2.3,0.3,-4.1,0.09300000000000001,0.157,0.11800000000000001,0.43799999999999994,0.055
161,Amal McCaskill,SAS,28.0,210.82,111.13004,27.0,1.9,1.3,0.1,-10.3,0.11199999999999999,0.14,0.223,0.43,0.051
162,Amar'e Stoudemire,DAL,32.0,208.28,111.13004,59.0,11.5,5.6,0.8,-4.9,0.105,0.212,0.23800000000000002,0.595,0.064
163,Amar'e Stoudemire,MIA,33.0,208.28,111.13004,52.0,5.8,4.3,0.5,1.8,0.10099999999999999,0.22899999999999998,0.18,0.599,0.054000000000000006
164,Amar'e Stoudemire,NYK,29.5,210.185,112.26402,54.75,17.225,6.475,1.1500000000000001,-1.175,0.08825,0.1765,0.264,0.58475,0.068
165,Amar'e Stoudemire,PHX,23.5,208.28,111.810428,64.5,19.862499999999997,8.4625,1.275,3.7125000000000004,0.09499999999999999,0.19799999999999998,0.26375,0.5785,0.064125
166,Amile Jefferson,ORL,26.0,205.74,100.697424,15.0,1.5499999999999998,1.55,0.25,8.65,0.09699999999999999,0.20650000000000002,0.127,0.532,0.065
167,Amir Coffey,LAC,22.0,200.66,95.25431999999999,11.0,2.4,1.2,0.7,-1.6,0.047,0.095,0.147,0.44299999999999995,0.12300000000000001
168,Amir Johnson,BOS,29.5,205.74,108.86208,79.5,6.9,5.5,1.75,6.3,0.094,0.1815,0.1375,0.615,0.1175
169,Amir Johnson,DET,20.5,205.74,95.25431999999999,33.75,4.925000000000001,3.3499999999999996,0.5499999999999999,-1.1750000000000007,0.1295,0.14300000000000002,0.14825000000000002,0.6605,0.06375
170,Amir Johnson,PHI,31.5,205.74,108.86208,62.5,4.25,3.7,1.4,-1.75,0.093,0.177,0.147,0.5745,0.1465
171,Amir Johnson,TOR,25.5,205.74,97.52228000000001,75.16666666666667,8.766666666666666,6.300000000000001,1.25,1.9833333333333332,0.10999999999999999,0.18099999999999997,0.15416666666666667,0.6055,0.07683333333333335
